Date,Open,High,Low,Close,Volume,Turnover
2024-09-12,92.600,97.600,91.700,96.000,465700,52615920.000
2024-09-15,95.600,98.400,94.000,95.700,92000,10436426.000
2024-09-16,96.100,101.800,93.600,98.700,258300,30111629.000
2024-09-18,100.600,114.400,98.600,112.600,917400,115356135.000
2024-09-19,114.600,121.600,100.600,102.600,1030450,134379186.000
2024-09-22,105.000,114.600,104.600,111.100,889920,113741310.000
2024-09-23,113.500,116.600,107.700,110.400,707322,91039269.000
2024-09-24,111.400,115.600,104.700,112.100,900650,115608918.000
2024-09-25,113.900,126.400,113.900,122.100,905650,126601965.000
2024-09-26,126.300,133.200,119.800,133.200,843150,121815587.000
2024-09-29,133.200,137.500,123.000,129.600,1128564,165724355.000
2024-10-01,129.600,145.600,126.200,140.900,470420,72880885.000
2024-10-02,145.700,162.800,137.600,154.400,510100,86563020.000
2024-10-03,154.400,162.500,150.600,157.600,115401,19964475.000
2024-10-06,152.700,159.200,152.700,157.600,133400,23269260.000
2024-10-07,159.100,164.100,142.400,146.300,1314200,222912760.000
2024-10-08,148.500,160.200,139.300,152.800,865550,146610765.000
2024-10-09,157.500,157.600,150.100,157.400,367500,63409970.000
2024-10-13,156.900,159.600,143.400,145.600,360800,60024116.000
2024-10-14,147.500,151.800,139.700,142.700,562601,92985773.000
2024-10-15,142.500,142.500,122.600,139.800,460600,71872320.000
2024-10-16,139.400,145.200,134.100,138.700,549600,87017810.000
2024-10-17,140.100,152.800,138.800,148.900,392580,65537740.000
2024-10-20,150.200,156.600,148.900,153.300,359412,61611885.000
2024-10-21,153.300,157.400,150.600,153.300,201600,34691715.000
2024-10-22,154.600,170.600,152.600,168.200,790280,143894405.000
2024-10-23,169.600,177.600,167.000,172.200,484000,92426810.000
2024-10-24,173.500,175.000,169.700,173.100,230500,43765850.000
2024-10-27,174.500,180.100,173.100,177.600,374300,72615000.000
2024-10-28,179.300,206.000,177.600,197.600,1528000,323989715.000
2024-10-29,202.400,211.400,193.000,202.000,468900,103090410.000
2024-10-30,207.600,207.600,197.000,198.200,229400,49731780.000
2024-10-31,197.800,197.800,181.600,191.400,626500,129743270.000
2024-11-03,190.400,214.800,188.600,204.000,533780,117451794.000
2024-11-04,202.600,207.600,199.800,207.400,222530,49420840.000
2024-11-05,207.400,209.200,188.800,195.000,526500,111823800.000
2024-11-06,188.600,188.600,177.600,181.700,777120,155044387.000
2024-11-07,185.600,196.400,177.600,190.800,534504,110749335.000
2024-11-10,186.600,189.800,179.000,187.200,375000,75351250.000
2024-11-11,186.600,191.000,170.400,172.900,757800,146983810.000
2024-11-12,171.200,173.500,165.600,169.600,333032,62403376.000
2024-11-13,169.600,175.100,163.300,168.100,306300,56791310.000
2024-11-14,168.100,174.400,163.800,168.000,225200,41921570.000
2024-11-17,167.900,179.900,163.700,169.500,321755,61392027.000
2024-11-18,169.500,178.400,169.500,173.400,253900,48710730.000
2024-11-19,173.500,187.600,171.800,184.800,586000,116471500.000
2024-11-20,184.800,195.400,181.600,195.200,376800,78722780.000
2024-11-21,195.400,196.400,181.100,186.400,277826,56948290.000
