Date,Open,High,Low,Close,Volume,Turnover
2022-03-27,14.398,15.058,13.878,14.338,9402800,156775220.000
2022-03-28,14.418,14.518,13.858,14.038,7894400,128690072.000
2022-03-29,14.098,14.418,13.978,14.258,6748199,111171043.000
2022-03-30,14.398,14.398,13.638,13.778,3328073,53546920.000
2022-03-31,13.638,13.918,13.358,13.918,3509778,56009287.000
2022-04-03,13.958,14.118,13.558,14.118,3741102,60585797.000
2022-04-05,13.858,14.058,13.598,13.798,5145804,82424736.000
2022-04-06,13.658,14.038,13.558,13.638,3929091,62710204.000
2022-04-07,13.718,13.758,13.118,13.458,4926062,77068444.000
2022-04-10,13.458,13.458,12.458,12.638,7905107,118208073.000
2022-04-11,12.498,13.158,12.458,12.838,5510986,83060123.000
2022-04-12,12.838,13.118,12.618,12.778,3252616,49132756.000
2022-04-13,12.838,13.418,12.838,13.178,4162476,63954316.000
2022-04-18,13.198,13.658,13.098,13.378,6153200,96294688.000
2022-04-19,13.418,13.978,13.418,13.678,6784995,108163205.000
2022-04-20,13.658,13.718,13.098,13.258,5757800,89920564.000
2022-04-21,12.978,13.958,12.818,13.938,6395553,101358838.000
2022-04-24,13.778,13.918,13.018,13.238,5355628,83862626.000
2022-04-25,13.727,14.567,13.727,13.967,9829808,157946423.000
2022-04-26,13.967,14.907,13.747,14.827,8151346,133475377.000
2022-04-27,14.847,14.847,14.147,14.547,2715613,44281770.000
2022-04-28,14.707,14.987,14.207,14.807,4006867,66142937.000
2022-05-02,14.647,15.047,14.567,14.967,2161339,36148760.000
2022-05-03,14.927,14.927,14.547,14.807,1301291,21597598.000
2022-05-04,14.747,14.827,14.207,14.207,3736540,60830348.000
2022-05-05,13.927,13.967,13.287,13.367,7358579,113756559.000
2022-05-09,13.127,13.927,12.827,13.767,5480537,84423986.000
2022-05-10,13.767,14.167,13.327,13.927,6344325,100769944.000
2022-05-11,13.907,13.907,13.467,13.567,3008620,46634594.000
2022-05-12,13.567,13.747,13.447,13.747,2597489,40323330.000
2022-05-15,13.727,14.007,13.467,13.707,1202989,18671690.000
2022-05-16,13.707,14.307,13.707,14.267,3932400,62944172.000
2022-05-17,14.327,14.507,14.147,14.487,3525334,57201148.000
2022-05-18,14.307,14.307,13.827,13.887,3508856,55560895.000
2022-05-19,13.927,14.267,13.927,14.227,3249232,52110859.000
2022-05-22,14.327,14.327,13.767,13.967,2585932,40766301.000
2022-05-23,13.907,14.087,13.487,13.527,2848167,44445546.000
2022-05-24,13.607,13.907,13.527,13.747,2712112,42426097.000
2022-05-25,13.927,14.927,13.647,14.627,7542871,124003881.000
2022-05-26,14.727,14.867,14.267,14.667,3333859,54644026.000
2022-05-29,14.627,14.947,14.627,14.727,1842675,30598854.000
2022-05-30,14.847,15.407,14.627,15.407,12709487,217650158.000
2022-05-31,15.167,15.247,14.827,15.047,2370200,40002471.000
2022-06-01,15.027,15.247,14.927,15.207,2108956,35857665.000
2022-06-05,15.207,15.327,14.927,15.327,3746375,63679651.000
2022-06-06,15.327,15.507,15.087,15.167,2639580,45267371.000
2022-06-07,15.187,15.407,15.127,15.407,3290758,56609869.000
2022-06-08,15.127,15.687,15.067,15.107,2804981,48186910.000
2022-06-09,14.747,15.267,14.727,15.247,4511041,76471689.000
2022-06-12,14.827,15.127,14.747,15.067,3018750,50743690.000
2022-06-13,14.927,15.507,14.787,15.187,3734560,63643567.000
2022-06-14,15.187,16.227,15.187,15.987,7508911,134118927.000
2022-06-15,16.067,16.307,15.527,15.727,4636168,82379919.000
2022-06-16,15.487,15.987,15.467,15.767,4546421,80234524.000
2022-06-19,16.007,16.007,15.507,15.627,1375003,24107491.000
2022-06-20,15.627,15.967,15.507,15.887,2399381,42399218.000
2022-06-21,16.027,16.027,15.347,15.447,2027088,35376289.000
2022-06-22,15.527,15.687,15.327,15.407,1899000,32953299.000
2022-06-23,15.427,15.747,15.347,15.447,2037750,35697669.000
