Date,Open,High,Low,Close,Volume,Turnover
2022-03-30,17.600,17.760,16.980,17.140,7589915,130282221.000
2022-03-31,16.980,17.080,16.760,16.980,7608858,128781787.000
2022-04-03,17.120,17.400,16.860,17.280,7113919,122565051.000
2022-04-05,17.300,17.300,16.880,17.060,19467012,331561215.000
2022-04-06,17.020,17.300,16.740,16.800,20884475,354256738.000
2022-04-07,16.820,17.160,16.500,17.080,17550591,295500786.000
2022-04-10,17.060,17.060,16.220,16.280,24186020,398902839.000
2022-04-11,16.500,16.660,16.020,16.540,19130219,313693894.000
2022-04-12,16.480,16.640,16.200,16.340,13308595,218450048.000
2022-04-13,16.400,16.720,16.180,16.600,20062923,330224477.000
2022-04-18,16.540,16.600,16.220,16.320,13538616,221504791.000
2022-04-19,16.320,16.580,16.200,16.240,12644519,206459026.000
2022-04-20,16.300,16.340,15.600,15.720,21559530,343484244.000
2022-04-21,15.420,15.980,15.400,15.900,15703719,247089424.000
2022-04-24,15.400,15.620,14.900,15.000,32518830,495249930.000
2022-04-25,15.140,15.340,14.800,14.920,20885063,314028154.000
2022-04-26,14.680,15.380,14.640,15.300,27057000,408774462.000
2022-04-27,14.880,15.680,14.880,15.560,12785743,196851275.000
2022-04-28,15.560,16.640,15.520,16.420,18660535,303735393.000
2022-05-02,15.940,16.500,15.920,16.440,5497400,89483428.000
2022-05-03,16.400,16.540,16.040,16.040,4143029,67341790.000
2022-05-04,16.260,16.460,16.040,16.100,23299599,378705142.000
2022-05-05,15.660,15.880,15.040,15.220,26986881,415922816.000
2022-05-09,14.760,15.280,14.720,15.160,27343744,412781709.000
2022-05-10,15.240,16.380,15.220,15.820,41545733,661979692.000
2022-05-11,15.620,16.220,15.600,15.760,24089022,383800528.000
2022-05-12,16.180,16.240,15.720,15.980,44452961,708270039.000
2022-05-15,16.180,16.240,15.460,15.640,29452435,464377610.000
2022-05-16,15.640,16.060,15.640,15.940,30088555,477808680.000
2022-05-17,15.920,16.080,15.740,15.840,18910034,300009435.000
2022-05-18,15.380,15.880,15.360,15.880,25059484,391916926.000
2022-05-19,16.280,16.440,16.080,16.280,36065612,587986947.000
2022-05-22,16.480,16.900,16.400,16.820,40290681,674133400.000
2022-05-23,16.620,16.960,16.300,16.680,32557426,540928916.000
2022-05-24,16.540,17.160,16.520,17.000,31892753,541946349.000
2022-05-25,17.140,17.220,16.800,17.060,20574645,350398569.000
2022-05-26,17.280,17.460,16.960,17.260,26268016,452747555.000
2022-05-29,17.320,17.480,17.140,17.360,22168629,383826173.000
2022-05-30,17.380,17.380,17.020,17.100,25503229,437685855.000
2022-05-31,17.280,17.340,16.880,17.020,16074650,274506495.000
2022-06-01,16.760,17.320,16.760,17.200,25165038,430972242.000
2022-06-05,17.280,17.880,17.280,17.800,36827685,651867614.000
2022-06-06,17.780,18.200,17.640,17.900,31214127,560778905.000
2022-06-07,18.100,18.140,17.700,17.820,24392252,437913445.000
2022-06-08,17.760,18.080,17.320,17.460,30587650,539764077.000
2022-06-09,17.280,18.860,17.220,18.860,82102116,1494046330.000
2022-06-12,18.380,19.380,18.200,18.860,76099841,1441088941.000
2022-06-13,18.620,18.920,18.180,18.440,33044249,611101672.000
2022-06-14,18.500,18.820,18.280,18.380,22755391,421482627.000
2022-06-15,18.580,18.700,17.600,17.780,24978999,452537829.000
2022-06-16,17.940,18.200,17.780,18.080,21969366,394866830.000
2022-06-19,18.100,18.320,17.720,17.800,20413212,368157147.000
2022-06-20,17.840,18.140,17.840,18.020,13884518,249849256.000
2022-06-21,18.000,18.080,17.500,17.540,14830138,263431767.000
