Date,Open,High,Low,Close,Volume,Turnover
2022-05-17,2.842,2.842,2.752,2.822,1711000,5266480.000
2022-05-18,2.772,2.772,2.662,2.702,1969000,5914160.000
2022-05-19,2.742,2.872,2.742,2.852,2077000,6454480.000
2022-05-22,2.852,2.882,2.772,2.872,1624250,5059243.000
2022-05-23,2.882,2.882,2.712,2.742,2208000,6730573.000
2022-05-24,2.672,2.732,2.652,2.662,2265377,6733282.000
2022-05-25,2.692,2.692,2.612,2.672,2273418,6657636.000
2022-05-26,2.722,2.772,2.672,2.702,1565000,4708951.000
2022-05-29,2.752,2.802,2.722,2.782,2071000,6332265.000
2022-05-30,2.782,2.872,2.772,2.872,5547921,17411048.000
2022-05-31,2.872,3.022,2.852,2.982,3432740,11126330.000
2022-06-01,2.952,3.012,2.922,3.012,1217000,3962848.000
2022-06-05,3.012,3.012,2.932,3.002,1164000,3778236.000
2022-06-06,2.992,3.062,2.932,2.972,1392000,4550502.000
2022-06-07,3.102,3.332,3.102,3.222,9416419,33097514.000
2022-06-08,3.352,3.352,3.022,3.032,7791000,26909597.000
2022-06-09,2.982,3.302,2.872,3.242,6765000,23165086.000
2022-06-12,3.192,3.212,2.952,3.012,4697000,15580370.000
2022-06-13,2.942,3.072,2.892,3.062,3140000,10310850.000
2022-06-14,3.062,3.142,2.992,3.022,2581000,8640760.000
2022-06-15,3.042,3.572,2.992,3.392,12727200,45635482.000
2022-06-16,3.312,3.332,3.092,3.192,11698767,40731767.000
2022-06-19,3.162,3.212,3.072,3.102,3343000,11368650.000
2022-06-20,3.132,3.252,3.042,3.212,3815000,13187630.000
2022-06-21,3.132,3.332,3.082,3.082,3621884,12535084.000
2022-06-22,3.132,3.142,3.052,3.122,2205436,7466657.000
2022-06-23,3.112,3.212,3.082,3.202,4394203,15132614.000
2022-06-26,3.202,3.452,3.202,3.362,9176651,33363692.000
