Date,Open,High,Low,Close,Volume,Turnover
2022-03-08,72.078,73.519,68.055,71.482,32305584,2295415383.000
2022-03-09,75.506,76.996,71.532,73.420,27414689,2041854311.000
2022-03-10,69.545,71.830,63.584,68.701,68658459,4577195054.000
2022-03-13,64.081,67.459,59.411,59.809,55082475,3470163566.000
2022-03-14,55.139,63.385,54.295,55.785,76323684,4437317932.000
2022-03-15,60.206,75.506,58.766,75.109,93299131,6335681553.000
2022-03-16,82.461,85.441,73.718,74.463,68535204,5415818919.000
2022-03-17,71.383,77.642,71.135,75.903,35687716,2646701039.000
2022-03-20,78.884,78.884,70.539,71.333,36648894,2684495612.000
2022-03-21,71.035,75.754,70.290,74.960,23647253,1729003913.000
2022-03-22,78.288,81.964,76.549,79.679,39013134,3107741096.000
2022-03-23,79.480,80.871,75.456,76.450,19996540,1562811356.000
2022-03-24,75.655,77.394,70.141,70.290,26433801,1912181693.000
2022-03-27,71.383,75.258,69.297,74.562,24886398,1834383412.000
2022-03-28,74.513,78.288,73.122,77.990,26151284,1989137560.000
2022-03-29,84.448,84.448,71.532,73.122,87045281,6650194201.000
2022-03-30,74.562,75.804,73.320,73.718,15835937,1183880865.000
2022-03-31,70.936,72.724,70.787,72.625,14858914,1067570843.000
2022-04-03,74.016,79.083,74.016,78.983,26602373,2049794901.000
2022-04-05,75.506,77.990,74.314,74.811,20826413,1585724814.000
2022-04-06,73.718,75.705,70.936,71.532,34459580,2495139198.000
2022-04-07,71.035,71.830,68.651,69.793,22848652,1593655776.000
2022-04-10,69.048,69.048,64.627,64.975,31428384,2065671582.000
2022-04-11,65.223,66.366,57.176,60.256,93040802,5590885341.000
2022-04-12,60.007,64.329,59.113,63.584,31588673,1976361061.000
2022-04-13,64.578,65.472,62.094,63.286,23695767,1512058093.000
2022-04-18,60.703,61.994,59.809,61.398,23749767,1446713956.000
2022-04-19,61.796,63.286,60.753,60.951,18288346,1130335549.000
2022-04-20,59.709,61.448,58.219,59.411,24041860,1427713490.000
2022-04-21,57.673,59.809,57.226,58.915,21907778,1283804056.000
2022-04-24,57.226,57.573,54.245,54.941,33712768,1874860981.000
2022-04-25,55.835,60.107,55.835,57.673,30513995,1771557580.000
2022-04-26,56.431,61.349,56.431,60.554,29424530,1754312021.000
2022-04-27,61.597,62.143,59.411,60.852,18443526,1117321390.000
2022-04-28,59.908,67.508,58.716,66.316,45893331,2963537381.000
2022-05-02,65.819,67.856,62.491,66.068,22959742,1511242828.000
2022-05-03,65.074,65.571,61.597,62.243,18696668,1181464905.000
2022-05-04,64.329,65.025,63.038,63.435,24645251,1577910748.000
2022-05-05,60.454,61.945,59.213,59.709,19957589,1201229714.000
2022-05-09,55.139,58.418,52.805,58.120,41816090,2343413027.000
2022-05-10,57.424,65.074,56.033,62.491,45318236,2809950111.000
2022-05-11,60.604,64.727,60.355,62.143,32000213,2008785771.000
2022-05-12,64.975,67.558,63.683,67.359,53192002,3524790838.000
2022-05-15,69.545,70.389,67.061,67.906,24703636,1687567101.000
2022-05-16,68.552,71.482,68.552,71.284,30744468,2163320891.000
2022-05-17,71.482,71.532,67.955,69.396,27719406,1916381905.000
2022-05-18,66.565,68.750,65.819,67.409,25750991,1728772268.000
2022-05-19,70.042,71.035,69.148,70.787,30528681,2140972679.000
2022-05-22,69.992,70.141,64.578,65.521,32172510,2139642731.000
2022-05-23,65.571,67.608,61.200,62.938,27439630,1755567205.000
2022-05-24,65.273,67.260,64.230,66.316,46693004,3076923161.000
2022-05-25,67.409,67.657,65.025,67.359,24111088,1610631775.000
2022-05-26,70.539,71.284,67.906,68.104,36506758,2528808905.000
2022-05-29,70.539,71.284,69.644,70.439,32434404,2292863280.000
2022-05-30,70.439,76.947,70.042,75.506,170174436,12748240880.000
2022-05-31,73.271,76.897,73.271,76.798,53822577,4060329633.000
2022-06-01,76.798,81.219,75.357,79.381,36389590,2856531912.000
2022-06-05,80.175,83.553,79.182,83.454,51822616,4229724257.000
2022-06-06,84.448,86.435,82.560,84.448,34072919,2890057404.000
2022-06-07,87.031,89.614,85.292,86.882,54400119,4771290937.000
2022-06-08,88.521,89.415,84.199,86.782,35719470,3076659591.000
2022-06-09,84.795,88.521,82.957,85.938,57953095,4989571403.000
2022-06-12,82.461,87.428,81.815,85.938,39525359,3379515601.000
2022-06-13,84.249,86.435,82.610,85.739,26746538,2264604297.000
2022-06-14,86.782,89.316,86.683,87.478,31601285,2778558906.000
2022-06-15,85.640,87.428,78.636,79.828,77175239,6285995537.000
2022-06-16,78.884,82.808,77.692,82.709,58850074,4812608477.000
2022-06-19,81.715,82.560,78.785,82.311,24673141,2000274986.000
2022-06-20,82.461,85.689,81.566,85.292,21521202,1817511316.000
2022-06-21,84.448,85.888,81.119,81.815,23730894,1974729731.000
